File,LineStart,LineEnd,Error
wrong_arguments_func_pointer.c,552,552,Use of Obsolete Functions
wrong_arguments_func_pointer.c,593,593,Use of Obsolete Functions
double_lock.c,40,40,Unreleased Resource Leak
double_lock.c,42,42,Unreleased Resource Leak
double_lock.c,140,140,Unreleased Resource Leak
double_lock.c,149,149,Unreleased Resource Leak
double_lock.c,195,195,Unreleased Resource Leak
double_lock.c,208,208,Unreleased Resource Leak
lock_never_unlock.c,40,40,Unreleased Resource Leak
lock_never_unlock.c,263,263,Unreleased Resource Leak
livelock.c,62,62,Unreleased Resource Leak
livelock.c,63,63,Unreleased Resource Leak
lock_never_unlock.c,109,109,Unreleased Resource Leak
race_condition.c,269,269,Unreleased Resource Leak
st_cross_thread_access.c,176,176,Unreleased Resource Leak
unlock_without_lock.c,122,122,Unreleased Resource Leak
func_pointer.c,349,352,NULL Pointer Dereference
null_pointer.c,22,23,NULL Pointer Dereference
null_pointer.c,32,34,NULL Pointer Dereference
null_pointer.c,45,47,NULL Pointer Dereference
null_pointer.c,156,159,NULL Pointer Dereference
null_pointer.c,168,173,NULL Pointer Dereference
uninit_memory_access.c,68,74,NULL Pointer Dereference
zero_division.c,85,93,NULL Pointer Dereference
func_pointer.c,349,353,NULL Pointer Dereference
null_pointer.c,62,63,NULL Pointer Dereference
null_pointer.c,93,94,NULL Pointer Dereference
function_return_value_unchecked.c,310,310,Improper Resource Access Authorization
function_return_value_unchecked.c,316,316,Improper Resource Access Authorization
function_return_value_unchecked.c,364,364,Improper Resource Access Authorization
function_return_value_unchecked.c,346,346,Improper Resource Access Authorization
