File,LineStart,LineEnd,Error
uninit_var.c,276,276,Dead store
uninit_var.c,296,296,Dead store
unused_var.c,24,24,Dead store
wrong_arguments_func_pointer.c,53,53,Dead store
wrong_arguments_func_pointer.c,74,74,Dead store
wrong_arguments_func_pointer.c,94,94,Dead store
wrong_arguments_func_pointer.c,114,114,Dead store
wrong_arguments_func_pointer.c,141,141,Dead store
wrong_arguments_func_pointer.c,161,161,Dead store
wrong_arguments_func_pointer.c,182,182,Dead store
wrong_arguments_func_pointer.c,201,201,Dead store
wrong_arguments_func_pointer.c,225,225,Dead store
wrong_arguments_func_pointer.c,282,282,Dead store
wrong_arguments_func_pointer.c,423,423,Dead store
wrong_arguments_func_pointer.c,491,491,Dead store
wrong_arguments_func_pointer.c,502,502,Dead store
wrong_arguments_func_pointer.c,528,528,Dead store
wrong_arguments_func_pointer.c,539,539,Dead store
zero_division.c,23,23,Dead store
zero_division.c,35,35,Dead store
zero_division.c,47,47,Dead store
zero_division.c,78,78,Dead store
zero_division.c,93,93,Dead store
zero_division.c,118,118,Dead store
zero_division.c,129,129,Dead store
zero_division.c,141,141,Dead store
zero_division.c,154,154,Dead store
zero_division.c,166,166,Dead store
zero_division.c,178,178,Dead store
zero_division.c,195,195,Dead store
zero_division.c,206,206,Dead store
zero_division.c,225,225,Dead store
zero_division.c,252,252,Dead store
littlemem_st.c,93,93,Garbage memory usage is possible
return_local.c,19,19,Garbage memory usage is possible
st_cross_thread_access.c,55,55,Garbage memory usage is possible
st_cross_thread_access.c,143,143,Garbage memory usage is possible
st_cross_thread_access.c,231,231,Garbage memory usage is possible
st_cross_thread_access.c,320,320,Garbage memory usage is possible
st_cross_thread_access.c,399,399,Garbage memory usage is possible
st_cross_thread_access.c,482,482,Garbage memory usage is possible
func_pointer.c,375,375,Incorrect function call
memory_allocation_failure.c,514,514,Incorrect function call
uninit_memory_access.c,27,27,Incorrect function call
uninit_memory_access.c,54,54,Incorrect function call
uninit_memory_access.c,127,127,Incorrect function call
uninit_memory_access.c,319,319,Incorrect function call
uninit_pointer.c,71,71,Incorrect function call
uninit_pointer.c,187,187,Incorrect function call
uninit_pointer.c,358,358,Incorrect function call
wrong_arguments_func_pointer.c,161,161,Incorrect function call
wrong_arguments_func_pointer.c,381,381,Incorrect function call
wrong_arguments_func_pointer.c,423,423,Incorrect function call
wrong_arguments_func_pointer.c,457,457,Incorrect function call
wrong_arguments_func_pointer.c,213,213,Use of overlapping buffers
deletion_of_data_structure_sentinel.c,41,41,Using an insecure method
free_null_pointer.c,108,108,Using an insecure method
free_null_pointer.c,240,240,Using an insecure method
function_return_value_unchecked.c,334,334,Using an insecure method
func_pointer.c,97,97,Using an insecure method
func_pointer.c,391,391,Using an insecure method
invalid_memory_access.c,505,505,Using an insecure method
main.c,22,22,Using an insecure method
memory_leak.c,72,72,Using an insecure method
memory_leak.c,399,399,Using an insecure method
memory_leak.c,423,423,Using an insecure method
null_pointer.c,237,237,Using an insecure method
st_underrun.c,24,24,Using an insecure method
st_underrun.c,50,50,Using an insecure method
st_underrun.c,85,85,Using an insecure method
st_underrun.c,122,122,Using an insecure method
st_underrun.c,191,191,Using an insecure method
st_underrun.c,225,225,Using an insecure method
